class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color
p,f,y,n,t,p,f,c,n,p
e,x,y,g,t,n,f,c,b,p
e,x,s,w,f,n,f,w,b,k
e,b,s,w,t,a,f,c,b,g
e,x,s,w,f,n,f,w,b,h
e,f,f,n,f,n,f,w,b,k
e,x,y,g,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,x,f,g,f,n,f,w,b,p
p,x,s,w,t,p,f,c,n,n
e,x,s,n,f,n,f,w,b,k
e,x,y,g,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
p,x,s,w,t,p,f,c,n,w
e,x,f,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,p
p,f,s,w,t,p,f,c,n,p
e,x,f,e,t,n,f,c,b,n
e,x,f,w,f,n,f,w,b,h
e,x,y,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,f,y,n,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
p,f,s,n,t,p,f,c,n,n
e,f,f,e,t,n,f,c,b,u
p,x,s,w,t,p,f,c,n,w
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,w
e,x,s,g,f,n,f,w,b,k
e,x,y,e,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,x,s,w,f,n,f,w,b,p
e,x,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
p,x,s,p,f,c,f,w,n,g
e,x,y,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,x,f,w,f,n,f,w,b,k
e,x,y,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,p
e,f,f,g,f,n,f,w,b,h
p,x,f,g,f,f,f,c,b,g
e,x,f,e,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
p,f,s,w,t,p,f,c,n,w
e,f,y,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,p
e,x,f,g,f,n,f,w,b,n
e,x,f,n,t,n,f,c,b,u
e,f,f,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,f,f,g,f,n,f,w,b,h
e,f,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,n
e,f,s,g,f,n,f,w,b,n
e,x,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,n
e,f,s,w,f,n,f,w,b,h
e,x,y,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,f,f,n,f,n,f,w,b,n
e,f,f,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,p
p,x,s,p,f,c,f,w,n,n
e,f,y,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
p,f,s,n,t,p,f,c,n,p
e,x,y,n,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,p
e,f,s,w,f,n,f,w,b,n
e,x,y,g,t,n,f,c,b,p
e,x,f,n,f,n,f,w,b,p
e,x,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,p
e,f,y,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,f,w,f,n,f,w,b,h
e,f,y,g,t,n,f,c,b,w
e,f,s,g,f,n,f,w,b,n
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,w
p,f,y,w,t,p,f,c,n,w
e,x,y,g,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,f,s,w,f,n,f,w,b,k
e,x,y,n,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,p
p,f,s,w,t,p,f,c,n,w
e,x,f,g,t,n,f,c,b,w
e,f,s,w,f,n,f,w,b,k
e,x,s,g,f,n,f,w,b,p
e,x,f,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,h
e,x,y,e,t,n,f,c,b,w
e,x,f,n,f,n,f,w,b,h
p,x,s,w,t,p,f,c,n,n
e,x,y,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
p,x,s,w,t,p,f,c,n,n
e,f,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,p
p,x,s,p,f,c,f,c,n,g
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,h
e,x,y,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,w
e,x,f,g,f,n,f,w,b,k
e,x,y,g,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
e,x,f,n,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,f,f,g,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,u
p,f,y,n,t,p,f,c,n,k
e,x,s,g,f,n,f,w,b,n
e,x,f,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
p,x,s,p,f,c,f,w,n,u
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,u
e,x,s,w,f,n,f,w,b,k
e,f,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
p,f,y,w,t,p,f,c,n,p
e,f,f,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,p
e,f,s,w,f,n,f,w,b,h
e,x,f,n,f,n,f,w,b,k
e,x,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,w
e,f,f,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,w
p,x,s,w,f,c,f,w,n,p
e,f,f,n,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,w
e,f,s,w,f,n,f,w,b,n
e,x,y,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,h
e,x,y,e,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,h
p,x,f,p,f,c,f,w,n,n
e,x,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,u
p,x,f,w,f,c,f,c,n,g
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,g
e,x,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,p
e,f,y,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
p,x,f,g,f,c,f,c,n,g
e,f,f,g,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,w
e,f,s,n,f,n,f,w,b,p
e,f,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,n
e,f,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,f,f,w,f,n,f,w,b,h
e,x,y,n,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,u
e,f,y,e,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,y,e,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,u
p,x,f,p,f,c,f,c,n,p
e,x,f,e,t,n,f,c,b,p
e,x,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
e,f,s,n,f,n,f,w,b,n
e,x,y,g,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
p,x,f,g,f,f,f,c,b,h
e,x,y,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,y,e,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,p
e,f,f,e,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,f,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,f,y,e,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,y,g,t,n,f,c,b,u
e,f,y,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,u
e,x,s,g,f,n,f,w,b,h
e,f,f,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,n
e,x,f,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,x,y,e,t,n,f,c,b,u
e,x,y,n,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,u
e,f,y,n,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,w
e,x,f,e,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,n
p,x,f,g,f,c,f,c,n,p
e,x,y,n,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,n
e,x,y,g,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,n
e,f,f,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,w
e,f,y,g,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,u
e,x,y,g,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,u
e,f,f,n,t,n,f,c,b,u
e,x,f,g,t,n,f,c,b,n
p,x,f,g,f,f,f,c,b,g
e,f,f,n,t,n,f,c,b,w
e,x,y,g,t,n,f,c,b,w
e,x,f,g,t,n,f,c,b,u
p,x,f,g,f,f,f,c,b,g
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,n
e,x,y,n,t,n,f,c,b,u
e,x,f,e,t,n,f,c,b,p
e,x,f,e,t,n,f,c,b,p
e,x,y,n,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
e,x,f,e,t,n,f,c,b,n
e,x,f,g,t,n,f,c,b,w
e,f,f,n,t,n,f,c,b,u
e,x,y,e,t,n,f,c,b,p
e,x,f,g,t,n,f,c,b,u
e,f,f,g,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,p
e,f,f,n,t,n,f,c,b,n
